system:index,Category,Date,Id,Label,LakeName,NDBI,NDVI,NDWI,SDWI,Total_Intensity,VH,VH_Filtered,VH_asm,VH_contrast,VH_correlation,VH_entropy,VH_stdDev,VV,VV_Filtered,VV_VH_Ratio,VV_asm,VV_contrast,VV_correlation,VV_entropy,VV_stdDev,angle,slope,.geo
0000000000000000022e,Water,2022/3/13,2_3,2,Dianchi,-0.5252472,-0.42249203,0.636692,2.1169545287380154,-54.4127017,-26.45492694,-27.6898109,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.07062629013758165,-28.34929443,-26.7228908,0.9650802924729843,0.24479166666666669,0.625,0.15920096852281013,1.4985616411420264,0.15120968870201204,37.34006,0.18647929,"{""type"":""Point"",""coordinates"":[102.71970471684449,24.839092444742306]}"
0000000000000000022f,Water,2022/3/13,2_3,2,Dianchi,-0.5252472,-0.42249203,0.636692,2.1169545287380154,-54.4127017,-26.45492694,-27.6898109,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.07062629013758165,-28.34929443,-26.7228908,0.9650802924729843,0.24479166666666669,0.625,0.15920096852281013,1.4985616411420264,0.15120968870201204,37.34006,0.18647929,"{""type"":""Point"",""coordinates"":[102.71970471684449,24.839092444742306]}"
00000000000000000230,Water,2021/4/14,2_111,2,Luguhu,-0.11188403,-0.038423307,0.3661828,1.8564022371368154,-55.27631399,-29.02902566,-30.80456821,0.40885416666666674,0.35416666666666663,0.2250000000007958,1.0323593311113939,0.15358563720484938,-21.31109534,-24.47174578,0.7944193737748295,0.33333333333333326,0.8125,0.056852559205418284,1.4549576291616475,0.1668586755473018,44.378067,0.7013729,"{""type"":""Point"",""coordinates"":[100.79003319506685,27.6820815033878]}"
000000000000000013a0,Water,2021/3/13,2_2,2,Bailonghu,-0.16487826,-0.27362126,0.58625513,2.365355320161705,-51.50878657,-22.68131981,-25.6731686,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.10633338056807105,-37.9575906,-25.83561797,1.0063275930687816,1,0,1,0,0.0027058879870491214,41.05725,0.37406594,"{""type"":""Point"",""coordinates"":[103.98480073581868,24.13310527045549]}"
000000000000000013a1,Water,2021/3/13,2_2,2,Bailonghu,-0.16487826,-0.27362126,0.58625513,2.365355320161705,-51.50878657,-22.68131981,-25.6731686,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.10633338056807105,-37.9575906,-25.83561797,1.0063275930687816,1,0,1,0,0.0027058879870491214,41.05725,0.37406594,"{""type"":""Point"",""coordinates"":[103.98480073581868,24.13310527045549]}"
000000000000000013a2,Water,2021/3/13,2_2,2,Bailonghu,-0.16487826,-0.27362126,0.58625513,2.365355320161705,-51.50878657,-22.68131981,-25.6731686,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.10633338056807105,-37.9575906,-25.83561797,1.0063275930687816,1,0,1,0,0.0027058879870491214,41.05725,0.37406594,"{""type"":""Point"",""coordinates"":[103.98480073581868,24.13310527045549]}"
000000000000000013a3,Water,2021/3/13,2_2,2,Bailonghu,-0.16487826,-0.27362126,0.58625513,2.365355320161705,-51.50878657,-22.68131981,-25.6731686,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.10633338056807105,-37.9575906,-25.83561797,1.0063275930687816,1,0,1,0,0.0027058879870491214,41.05725,0.37406594,"{""type"":""Point"",""coordinates"":[103.98480073581868,24.13310527045549]}"
000000000000000013a4,Water,2021/3/13,2_2,2,Bailonghu,-0.16487826,-0.27362126,0.58625513,2.365355320161705,-51.50878657,-22.68131981,-25.6731686,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.10633338056807105,-37.9575906,-25.83561797,1.0063275930687816,1,0,1,0,0.0027058879870491214,41.05725,0.37406594,"{""type"":""Point"",""coordinates"":[103.98480073581868,24.13310527045549]}"
000000000000000013a5,Water,2021/3/13,2_2,2,Bailonghu,-0.16487826,-0.27362126,0.58625513,2.365355320161705,-51.50878657,-22.68131981,-25.6731686,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.10633338056807105,-37.9575906,-25.83561797,1.0063275930687816,1,0,1,0,0.0027058879870491214,41.05725,0.37406594,"{""type"":""Point"",""coordinates"":[103.98480073581868,24.13310527045549]}"
000000000000000013a6,Water,2021/3/13,2_2,2,Bailonghu,-0.16487826,-0.27362126,0.58625513,2.365355320161705,-51.50878657,-22.68131981,-25.6731686,0.40885416666666674,0.35416666666666663,0.22499999999977266,1.0323593311113939,0.10633338056807105,-37.9575906,-25.83561797,1.0063275930687816,1,0,1,0,0.0027058879870491214,41.05725,0.37406594,"{""type"":""Point"",""coordinates"":[103.98480073581868,24.13310527045549]}"
000000000000000013a7,Water,2021/6/3,2_2,2,Bailonghu,-0.010828543,-0.042832248,0.18574761,1.747529743276566,-44.92503469,-25.20541586,-26.09217166,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.05989771251541012,-22.1461617,-18.83286303,0.721782122008976,1,0,1,0,0.1896119788747357,34.296265,0.37406594,"{""type"":""Point"",""coordinates"":[103.9869544816275,24.13759558521631]}"
000000000000000013a8,Water,2021/6/3,2_2,2,Bailonghu,-0.010828543,-0.042832248,0.18574761,1.747529743276566,-44.92503469,-25.20541586,-26.09217166,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.05989771251541012,-22.1461617,-18.83286303,0.721782122008976,1,0,1,0,0.1896119788747357,34.296265,0.37406594,"{""type"":""Point"",""coordinates"":[103.9869544816275,24.13759558521631]}"
000000000000000013a9,Water,2021/6/3,2_2,2,Bailonghu,-0.010828543,-0.042832248,0.18574761,1.747529743276566,-44.92503469,-25.20541586,-26.09217166,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.05989771251541012,-22.1461617,-18.83286303,0.721782122008976,1,0,1,0,0.1896119788747357,34.296265,0.37406594,"{""type"":""Point"",""coordinates"":[103.9869544816275,24.13759558521631]}"
000000000000000013aa,Water,2021/6/3,2_2,2,Bailonghu,-0.010828543,-0.042832248,0.18574761,1.747529743276566,-44.92503469,-25.20541586,-26.09217166,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.05989771251541012,-22.1461617,-18.83286303,0.721782122008976,1,0,1,0,0.1896119788747357,34.296265,0.37406594,"{""type"":""Point"",""coordinates"":[103.9869544816275,24.13759558521631]}"
000000000000000013ab,Water,2021/6/3,2_2,2,Bailonghu,-0.010828543,-0.042832248,0.18574761,1.747529743276566,-44.92503469,-25.20541586,-26.09217166,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.05989771251541012,-22.1461617,-18.83286303,0.721782122008976,1,0,1,0,0.1896119788747357,34.296265,0.37406594,"{""type"":""Point"",""coordinates"":[103.9869544816275,24.13759558521631]}"
000000000000000013ac,Water,2021/6/3,2_2,2,Bailonghu,-0.010828543,-0.042832248,0.18574761,1.747529743276566,-44.92503469,-25.20541586,-26.09217166,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.05989771251541012,-22.1461617,-18.83286303,0.721782122008976,1,0,1,0,0.1896119788747357,34.296265,0.37406594,"{""type"":""Point"",""coordinates"":[103.9869544816275,24.13759558521631]}"
000000000000000013ad,Water,2021/6/3,2_27,2,Bailonghu,-0.003902147,-0.03203977,0.13673884,1.6911600599779655,-42.37469341,-24.65990338,-25.18405547,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.10563248890928295,-21.30643869,-17.19063794,0.6826000668740884,1,0,1,0,0.15903309285299477,34.389214,0.37406594,"{""type"":""Point"",""coordinates"":[103.99962278772033,24.138585505650177]}"
000000000000000013ae,Water,2021/6/3,2_27,2,Bailonghu,-0.003902147,-0.03203977,0.13673884,1.6911600599779655,-42.37469341,-24.65990338,-25.18405547,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.10563248890928295,-21.30643869,-17.19063794,0.6826000668740884,1,0,1,0,0.15903309285299477,34.389214,0.37406594,"{""type"":""Point"",""coordinates"":[103.99962278772033,24.138585505650177]}"
000000000000000013af,Water,2021/6/3,2_27,2,Bailonghu,-0.003902147,-0.03203977,0.13673884,1.6911600599779655,-42.37469341,-24.65990338,-25.18405547,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.10563248890928295,-21.30643869,-17.19063794,0.6826000668740884,1,0,1,0,0.15903309285299477,34.389214,0.37406594,"{""type"":""Point"",""coordinates"":[103.99962278772033,24.138585505650177]}"
000000000000000013b0,Water,2021/6/3,2_27,2,Bailonghu,-0.003902147,-0.03203977,0.13673884,1.6911600599779655,-42.37469341,-24.65990338,-25.18405547,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.10563248890928295,-21.30643869,-17.19063794,0.6826000668740884,1,0,1,0,0.15903309285299477,34.389214,0.37406594,"{""type"":""Point"",""coordinates"":[103.99962278772033,24.138585505650177]}"
000000000000000013b1,Water,2021/6/3,2_27,2,Bailonghu,-0.003902147,-0.03203977,0.13673884,1.6911600599779655,-42.37469341,-24.65990338,-25.18405547,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.10563248890928295,-21.30643869,-17.19063794,0.6826000668740884,1,0,1,0,0.15903309285299477,34.389214,0.37406594,"{""type"":""Point"",""coordinates"":[103.99962278772033,24.138585505650177]}"
000000000000000013b2,Water,2021/6/3,2_27,2,Bailonghu,-0.003902147,-0.03203977,0.13673884,1.6911600599779655,-42.37469341,-24.65990338,-25.18405547,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.10563248890928295,-21.30643869,-17.19063794,0.6826000668740884,1,0,1,0,0.15903309285299477,34.389214,0.37406594,"{""type"":""Point"",""coordinates"":[103.99962278772033,24.138585505650177]}"
000000000000000013b3,Water,2020/1/2,2_36,2,Bitahai,0.45454547,-0.21666667,0.79545456,1.5265977121953327,-38.95758955,-25.32044722,-23.21329703,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.09074378157627518,-16.70750671,-15.74429252,0.6782445636599396,1,0,1,0,0.0586497933718478,39.54785,0.50015265,"{""type"":""Point"",""coordinates"":[99.98504951829247,27.826440440892057]}"
000000000000000013b4,Water,2020/1/2,2_36,2,Bitahai,0.45454547,-0.21666667,0.79545456,1.5265977121953327,-38.95758955,-25.32044722,-23.21329703,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.09074378157627518,-16.70750671,-15.74429252,0.6782445636599396,1,0,1,0,0.0586497933718478,39.54785,0.50015265,"{""type"":""Point"",""coordinates"":[99.98504951829247,27.826440440892057]}"
000000000000000013b5,Water,2020/1/2,2_36,2,Bitahai,0.45454547,-0.21666667,0.79545456,1.5265977121953327,-38.95758955,-25.32044722,-23.21329703,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.09074378157627518,-16.70750671,-15.74429252,0.6782445636599396,1,0,1,0,0.0586497933718478,39.54785,0.50015265,"{""type"":""Point"",""coordinates"":[99.98504951829247,27.826440440892057]}"
000000000000000013b6,Water,2020/1/2,2_36,2,Bitahai,0.45454547,-0.21666667,0.79545456,1.5265977121953327,-38.95758955,-25.32044722,-23.21329703,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.09074378157627518,-16.70750671,-15.74429252,0.6782445636599396,1,0,1,0,0.0586497933718478,39.54785,0.50015265,"{""type"":""Point"",""coordinates"":[99.98504951829247,27.826440440892057]}"
000000000000000013b7,Water,2020/1/2,2_35,2,Bitahai,0.36,-0.3043478,0.8039216,1.5876598028253899,-39.52331465,-26.41923543,-23.56573985,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.06548240042302071,-17.49714185,-15.9575748,0.677151445321366,1,0,1,0,0.14985686077215885,39.553177,0.50015265,"{""type"":""Point"",""coordinates"":[99.98577189266312,27.827425902224867]}"
000000000000000013b8,Water,2020/1/2,2_35,2,Bitahai,0.36,-0.3043478,0.8039216,1.5876598028253899,-39.52331465,-26.41923543,-23.56573985,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.06548240042302071,-17.49714185,-15.9575748,0.677151445321366,1,0,1,0,0.14985686077215885,39.553177,0.50015265,"{""type"":""Point"",""coordinates"":[99.98577189266312,27.827425902224867]}"
000000000000000013b9,Water,2020/1/2,2_35,2,Bitahai,0.36,-0.3043478,0.8039216,1.5876598028253899,-39.52331465,-26.41923543,-23.56573985,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.06548240042302071,-17.49714185,-15.9575748,0.677151445321366,1,0,1,0,0.14985686077215885,39.553177,0.50015265,"{""type"":""Point"",""coordinates"":[99.98577189266312,27.827425902224867]}"
000000000000000013ba,Water,2020/1/2,2_35,2,Bitahai,0.36,-0.3043478,0.8039216,1.5876598028253899,-39.52331465,-26.41923543,-23.56573985,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.06548240042302071,-17.49714185,-15.9575748,0.677151445321366,1,0,1,0,0.14985686077215885,39.553177,0.50015265,"{""type"":""Point"",""coordinates"":[99.98577189266312,27.827425902224867]}"
000000000000000013bb,Water,2020/1/2,2_27,2,Bitahai,0.5862069,-0.6666667,0.88235295,1.4955986589972146,-41.96429189,-28.11590565,-24.93865598,0.40885416666666674,0.35416666666666663,0.22499999999874942,1.0323593311113939,0.07225607662915054,-14.3166851,-17.02563592,0.6827006208676308,1,0,1,0,0.08361536408984989,39.57296,0.50015265,"{""type"":""Point"",""coordinates"":[99.99026220742394,27.822306854215515]}"
000000000000000013bc,Water,2020/1/2,2_27,2,Bitahai,0.5862069,-0.6666667,0.88235295,1.4955986589972146,-41.96429189,-28.11590565,-24.93865598,0.40885416666666674,0.35416666666666663,0.22499999999874942,1.0323593311113939,0.07225607662915054,-14.3166851,-17.02563592,0.6827006208676308,1,0,1,0,0.08361536408984989,39.57296,0.50015265,"{""type"":""Point"",""coordinates"":[99.99026220742394,27.822306854215515]}"
000000000000000013bd,Water,2020/1/2,2_27,2,Bitahai,0.5862069,-0.6666667,0.88235295,1.4955986589972146,-41.96429189,-28.11590565,-24.93865598,0.40885416666666674,0.35416666666666663,0.22499999999874942,1.0323593311113939,0.07225607662915054,-14.3166851,-17.02563592,0.6827006208676308,1,0,1,0,0.08361536408984989,39.57296,0.50015265,"{""type"":""Point"",""coordinates"":[99.99026220742394,27.822306854215515]}"
000000000000000013be,Water,2020/1/2,2_27,2,Bitahai,0.5862069,-0.6666667,0.88235295,1.4955986589972146,-41.96429189,-28.11590565,-24.93865598,0.40885416666666674,0.35416666666666663,0.22499999999874942,1.0323593311113939,0.07225607662915054,-14.3166851,-17.02563592,0.6827006208676308,1,0,1,0,0.08361536408984989,39.57296,0.50015265,"{""type"":""Point"",""coordinates"":[99.99026220742394,27.822306854215515]}"
000000000000000013bf,Water,2020/2/19,2_12,2,Bitahai,-0.87073183,-0.037197825,0.0947776,1.8202952147178748,-45.30816098,-33.43674023,-27.14889405,0.40885416666666674,0.35416666666666663,0.22499999999874948,1.0323593311113939,0.08324432464943363,-17.91438668,-18.15926693,0.6688768573684202,1,0,1,0,0.03771165425383307,40.16793,0.50015265,"{""type"":""Point"",""coordinates"":[99.98765809240875,27.825811707643513]}"
000000000000000013c0,Water,2020/2/19,2_12,2,Bitahai,-0.87073183,-0.037197825,0.0947776,1.8202952147178748,-45.30816098,-33.43674023,-27.14889405,0.40885416666666674,0.35416666666666663,0.22499999999874948,1.0323593311113939,0.08324432464943363,-17.91438668,-18.15926693,0.6688768573684202,1,0,1,0,0.03771165425383307,40.16793,0.50015265,"{""type"":""Point"",""coordinates"":[99.98765809240875,27.825811707643513]}"
000000000000000013c1,Water,2020/2/19,2_12,2,Bitahai,-0.87073183,-0.037197825,0.0947776,1.8202952147178748,-45.30816098,-33.43674023,-27.14889405,0.40885416666666674,0.35416666666666663,0.22499999999874948,1.0323593311113939,0.08324432464943363,-17.91438668,-18.15926693,0.6688768573684202,1,0,1,0,0.03771165425383307,40.16793,0.50015265,"{""type"":""Point"",""coordinates"":[99.98765809240875,27.825811707643513]}"
000000000000000013c2,Water,2020/2/19,2_12,2,Bitahai,-0.87073183,-0.037197825,0.0947776,1.8202952147178748,-45.30816098,-33.43674023,-27.14889405,0.40885416666666674,0.35416666666666663,0.22499999999874948,1.0323593311113939,0.08324432464943363,-17.91438668,-18.15926693,0.6688768573684202,1,0,1,0,0.03771165425383307,40.16793,0.50015265,"{""type"":""Point"",""coordinates"":[99.98765809240875,27.825811707643513]}"
000000000000000013c3,Water,2020/2/19,2_12,2,Bitahai,-0.87073183,-0.037197825,0.0947776,1.8202952147178748,-45.30816098,-33.43674023,-27.14889405,0.40885416666666674,0.35416666666666663,0.22499999999874948,1.0323593311113939,0.08324432464943363,-17.91438668,-18.15926693,0.6688768573684202,1,0,1,0,0.03771165425383307,40.16793,0.50015265,"{""type"":""Point"",""coordinates"":[99.98765809240875,27.825811707643513]}"
000000000000000013c4,Water,2022/2/3,2_37,2,Bitahai,-0.3750802,-0.14469832,0.20996322,1.4800989389706058,-40.51092836,-24.20198728,-25.44272423,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.060718052508618905,-16.20151815,-15.06820413,0.5922402018205773,1,0,1,0,0.0596049793679065,31.941877,0.50015265,"{""type"":""Point"",""coordinates"":[99.98918310496902,27.82508933327286]}"
000000000000000013c5,Water,2022/2/3,2_37,2,Bitahai,-0.3750802,-0.14469832,0.20996322,1.4800989389706058,-40.51092836,-24.20198728,-25.44272423,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.060718052508618905,-16.20151815,-15.06820413,0.5922402018205773,1,0,1,0,0.0596049793679065,31.941877,0.50015265,"{""type"":""Point"",""coordinates"":[99.98918310496902,27.82508933327286]}"
000000000000000013c6,Water,2022/2/3,2_14,2,Bitahai,0.01798419,-0.19681887,0.38717073,1.8751710980017187,-46.2903657,-27.35749398,-25.84115695,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.11110474287873677,-22.98090271,-20.44920875,0.791342616484743,1,0,1,0,0.1008878428084848,32.031548,0.50015265,"{""type"":""Point"",""coordinates"":[99.97795508851644,27.82706917414059]}"
000000000000000013c7,Water,2022/2/3,2_14,2,Bitahai,0.01798419,-0.19681887,0.38717073,1.8751710980017187,-46.2903657,-27.35749398,-25.84115695,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.11110474287873677,-22.98090271,-20.44920875,0.791342616484743,1,0,1,0,0.1008878428084848,32.031548,0.50015265,"{""type"":""Point"",""coordinates"":[99.97795508851644,27.82706917414059]}"
000000000000000013c8,Water,2017/6/12,2_15,2,Chaheihai,0.44444445,-0.23076923,0.7468355,1.539866520636857,-42.72754792,-22.59137384,-26.45708571,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.1301840080889708,-19.10887496,-16.27046221,0.6149756018863192,1,0,1,0,0.07885169180767562,32.850304,0.18381312,"{""type"":""Point"",""coordinates"":[103.88185346979776,23.679904534888518]}"
000000000000000013c9,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013ca,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013cb,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013cc,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013cd,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013ce,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013cf,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013d0,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013d1,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013d2,Water,2023/2/5,2_40,2,Chaheihai,-0.23529412,-0.34031415,0.6710183,1.6372839413007207,-41.09584968,-25.02305316,-25.42502234,0.40885416666666674,0.35416666666666663,0.22499999999977263,1.0323593311113939,0.10320473710065514,-19.70338042,-15.67082734,0.6163545162382451,1,0,1,0,0.0890974168890971,32.815605,0.18381312,"{""type"":""Point"",""coordinates"":[103.87727397301589,23.682780655067994]}"
000000000000000013d3,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023163,23.68241946788266]}"
000000000000000013d4,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023163,23.68241946788266]}"
000000000000000013d5,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023164,23.68241946788266]}"
000000000000000013d6,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023164,23.68241946788266]}"
000000000000000013d7,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023164,23.68241946788266]}"
000000000000000013d8,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023163,23.68241946788266]}"
000000000000000013d9,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023164,23.68241946788266]}"
000000000000000013da,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023164,23.68241946788266]}"
000000000000000013db,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023164,23.68241946788266]}"
000000000000000013dc,Water,2023/2/5,2_25,2,Chaheihai,-0.13513513,-0.34710744,0.69193155,1.5787142011990836,-41.12078861,-25.54923947,-25.8421876,0.40885416666666674,0.35416666666666663,0.22499999999874945,1.0323593311113939,0.03614332742399794,-17.87179299,-15.27860101,0.5912270757580859,1,0,1,0,0.17783886550302627,32.853237,0.18381312,"{""type"":""Point"",""coordinates"":[103.88284339023164,23.68241946788266]}"
